word=prancha de madeira	pleasantness=-0.033	attention=0	sensitivity=0.075	aptitude=0	polarity=-0.036
word=luta	pleasantness=0	attention=0	sensitivity=0	aptitude=-0.859	polarity=-0.286
word=Tire os sapatos	pleasantness=0	attention=-0.025	sensitivity=0.027	aptitude=-0.133	polarity=-0.045
word=conservação	pleasantness=0	attention=0	sensitivity=0	aptitude=0.857	polarity=0.286
word=caminho	pleasantness=-0.04	attention=0.136	sensitivity=0	aptitude=0.105	polarity=0.067
word=bate-se cabeça	pleasantness=-0.094	attention=-0.042	sensitivity=-0.064	aptitude=-0.186	polarity=-0.101
word=ajudar a pessoa	pleasantness=0.829	attention=0.713	sensitivity=0	aptitude=0.856	polarity=0.799
word=cadeira de mesa	pleasantness=0.062	attention=-0.017	sensitivity=0	aptitude=0	polarity=0.026
word=local de colheita	pleasantness=0	attention=0.095	sensitivity=0.021	aptitude=0.092	polarity=0.055
word=matar a galinha	pleasantness=-0.057	attention=0	sensitivity=-0.147	aptitude=-0.055	polarity=-0.086
word=tratável	pleasantness=-0.589	attention=0.11	sensitivity=-0.505	aptitude=0	polarity=-0.328
word=gasosos	pleasantness=0	attention=0.073	sensitivity=-0.052	aptitude=0.093	polarity=0.038
word=diligência	pleasantness=0.215	attention=0.194	sensitivity=-0.204	aptitude=0.279	polarity=0.161
word=homem de luta	pleasantness=-0.052	attention=0	sensitivity=-0.078	aptitude=-0.165	polarity=-0.098
word=vitalidade	pleasantness=0.02	attention=0.084	sensitivity=-0.217	aptitude=0.258	polarity=0.048
word=tomadas	pleasantness=-0.049	attention=0.156	sensitivity=-0.079	aptitude=0.109	polarity=0.046
word=catalisador	pleasantness=-0.04	attention=0.202	sensitivity=-0.169	aptitude=0.153	polarity=0.049
word=espantado	pleasantness=0.045	attention=-0.662	sensitivity=0	aptitude=0.363	polarity=0.357
word=encontrar o metro	pleasantness=0.155	attention=0.135	sensitivity=-0.056	aptitude=0.156	polarity=0.13
word=true	pleasantness=0.117	attention=0.266	sensitivity=0	aptitude=0.215	polarity=0.199
word=ausente	pleasantness=-0.472	attention=0.41	sensitivity=-0.196	aptitude=-0.179	polarity=-0.146
word=dote	pleasantness=0.029	attention=0.23	sensitivity=-0.105	aptitude=0.196	polarity=0.117
word=terminar o trabalho	pleasantness=0.078	attention=0	sensitivity=0	aptitude=0	polarity=0.026
word=chatear outra pessoa	pleasantness=-0.106	attention=0	sensitivity=0	aptitude=-0.072	polarity=-0.059
word=máxima	pleasantness=0.052	attention=0	sensitivity=0	aptitude=0.322	polarity=0.125
word=generosidade	pleasantness=0.976	attention=0	sensitivity=0	aptitude=0.741	polarity=0.572
word=vestíbulo	pleasantness=0	attention=0	sensitivity=0	aptitude=0.128	polarity=0.043
word=Coloque sapatos	pleasantness=-0.091	attention=-0.045	sensitivity=0.083	aptitude=-0.053	polarity=-0.061
word=animal ferido	pleasantness=-0.101	attention=0	sensitivity=-0.078	aptitude=0	polarity=-0.06
word=VATICANO	pleasantness=0	attention=0	sensitivity=0	aptitude=0.081	polarity=0.027
word=queda de lama	pleasantness=-0.066	attention=0	sensitivity=0	aptitude=-0.052	polarity=-0.039
word=Tire o dia	pleasantness=0.16	attention=0.143	sensitivity=-0.086	aptitude=0.055	polarity=0.091
word=pelo de animal	pleasantness=0	attention=0	sensitivity=0.07	aptitude=0	polarity=-0.023
word=quantidade de tempo	pleasantness=0.03	attention=-0.05	sensitivity=0	aptitude=0.059	polarity=0.046
word=medicação	pleasantness=-0.149	attention=-0.013	sensitivity=-0.138	aptitude=-0.156	polarity=-0.143
word=escandaloso	pleasantness=-0.445	attention=0.416	sensitivity=-0.183	aptitude=-0.173	polarity=-0.128
word=solicitação de	pleasantness=0	attention=0.734	sensitivity=0	aptitude=0	polarity=0.245
word=Resumo	pleasantness=0	attention=0.309	sensitivity=-0.105	aptitude=0.266	polarity=0.157
word=pessoa em massa	pleasantness=0.086	attention=0.077	sensitivity=0.026	aptitude=0.117	polarity=0.085
word=miserável	pleasantness=-0.841	attention=0.221	sensitivity=-0.542	aptitude=0	polarity=-0.387
word=muscular	pleasantness=0.055	attention=0	sensitivity=0.033	aptitude=0.088	polarity=0.037
word=provas	pleasantness=0.059	attention=0.219	sensitivity=-0.082	aptitude=0.15	polarity=0.115
word=estrume	pleasantness=-0.028	attention=-0.014	sensitivity=0	aptitude=-0.088	polarity=-0.034
word=uivando	pleasantness=0.046	attention=-0.66	sensitivity=0	aptitude=0.365	polarity=0.357
word=ganhar o evento esportivo	pleasantness=0.896	attention=0.887	sensitivity=0	aptitude=0.719	polarity=0.834
word=especialização	pleasantness=-0.058	attention=0	sensitivity=0	aptitude=-0.035	polarity=-0.031
word=fenômeno físico	pleasantness=0.054	attention=-0.057	sensitivity=0	aptitude=0.098	polarity=0.07
word=arquivo	pleasantness=0	attention=0.105	sensitivity=0	aptitude=0.084	polarity=0.063
word=física	pleasantness=-0.064	attention=0.145	sensitivity=-0.061	aptitude=0.115	polarity=0.045
word=bom plano	pleasantness=0	attention=0.256	sensitivity=-0.209	aptitude=0.074	polarity=0.04
word=repelindo	pleasantness=-0.089	attention=0.158	sensitivity=0.659	aptitude=-0.656	polarity=-0.415
word=cinco dígitos	pleasantness=0.042	attention=0	sensitivity=0.045	aptitude=0.124	polarity=0.04
word=correr muito	pleasantness=0.11	attention=0	sensitivity=0	aptitude=0.095	polarity=0.068
word=água densa	pleasantness=0.028	attention=0.138	sensitivity=-0.048	aptitude=0.215	polarity=0.111
word=calafrios	pleasantness=-0.47	attention=0.391	sensitivity=-0.218	aptitude=-0.155	polarity=-0.151
word=maldade	pleasantness=0	attention=0	sensitivity=0.906	aptitude=-0.974	polarity=-0.627
word=desleal	pleasantness=-0.927	attention=0	sensitivity=0.784	aptitude=-0.912	polarity=-0.874
word=feito à mão	pleasantness=0	attention=0	sensitivity=0	aptitude=0.122	polarity=0.041
word=entreter-se oneself	pleasantness=0.927	attention=0	sensitivity=0	aptitude=0.761	polarity=0.563
word=pessoa de negócios	pleasantness=-0.06	attention=0.148	sensitivity=0.08	aptitude=0.111	polarity=0.04
word=encontrar carro	pleasantness=-0.024	attention=0.109	sensitivity=-0.055	aptitude=0.111	polarity=0.047
word=tornar-se adulto	pleasantness=-0.141	attention=0	sensitivity=-0.083	aptitude=-0.06	polarity=-0.095
word=agir	pleasantness=-0.161	attention=0	sensitivity=-0.091	aptitude=-0.037	polarity=-0.096
word=assustar	pleasantness=-0.47	attention=0.387	sensitivity=-0.2	aptitude=-0.171	polarity=-0.151
word=sair de casa	pleasantness=-0.168	attention=0	sensitivity=-0.05	aptitude=0	polarity=-0.073
word=resfriado comum	pleasantness=-0.085	attention=0.118	sensitivity=-0.238	aptitude=0	polarity=-0.068
word=comer melhor	pleasantness=0.896	attention=0	sensitivity=0	aptitude=0.809	polarity=0.568
word=ORATE	pleasantness=0	attention=0	sensitivity=0	aptitude=0.137	polarity=0.046
word=cair para fora da cama	pleasantness=-0.065	attention=0	sensitivity=0	aptitude=-0.061	polarity=-0.042
word=erupção cutânea	pleasantness=0	attention=0	sensitivity=0.947	aptitude=-0.827	polarity=-0.591
word=cauda de cão wag	pleasantness=0.16	attention=-0.049	sensitivity=-0.08	aptitude=0	polarity=0.043
word=jogo do relógio	pleasantness=-0.025	attention=0	sensitivity=-0.109	aptitude=-0.052	polarity=-0.062
word=bloco de notas	pleasantness=0.028	attention=-0.039	sensitivity=0.058	aptitude=-0.099	polarity=-0.03
word=educado	pleasantness=0.051	attention=0.109	sensitivity=-0.103	aptitude=0.107	polarity=0.055
word=encontrar a fazenda	pleasantness=-0.128	attention=-0.165	sensitivity=-0.117	aptitude=-0.09	polarity=-0.057
word=vida longa e saudável	pleasantness=0.984	attention=0.963	sensitivity=0	aptitude=0.878	polarity=0.942
word=por acaso	pleasantness=-0.04	attention=0.268	sensitivity=-0.069	aptitude=0.227	polarity=0.129
word=Estação de serviço	pleasantness=0	attention=0	sensitivity=0	aptitude=-0.068	polarity=-0.023
word=amar	pleasantness=0.741	attention=0	sensitivity=0	aptitude=0.989	polarity=0.577
word=cabelos grisalhos	pleasantness=0	attention=0	sensitivity=0.841	aptitude=-0.704	polarity=-0.515
word=Presidente	pleasantness=-0.029	attention=0	sensitivity=0	aptitude=-0.079	polarity=-0.036
word=medo de insetos	pleasantness=-0.026	attention=0	sensitivity=0.09	aptitude=0	polarity=-0.039
word=Encontre outra pessoa	pleasantness=0.741	attention=0.898	sensitivity=0	aptitude=0.734	polarity=0.791
word=conto de fadas	pleasantness=0	attention=0	sensitivity=-0.088	aptitude=0	polarity=-0.029
word=Bandeira	pleasantness=0.053	attention=0.068	sensitivity=-0.052	aptitude=0.06	polarity=0.043
word=pensativa	pleasantness=0.043	attention=0.606	sensitivity=-0.284	aptitude=0.105	polarity=0.157
word=gastar dinheiro	pleasantness=-0.034	attention=-0.016	sensitivity=0.02	aptitude=-0.034	polarity=-0.024
word=recuperar o fôlego	pleasantness=0	attention=-0.052	sensitivity=0.027	aptitude=0.05	polarity=0.025
word=Accolade	pleasantness=0.232	attention=0.178	sensitivity=-0.172	aptitude=0.223	polarity=0.154
word=ganhar a corrida	pleasantness=0.856	attention=0.928	sensitivity=0	aptitude=0.828	polarity=0.871
word=gonorreia	pleasantness=-0.895	attention=0	sensitivity=-0.728	aptitude=-0.743	polarity=-0.789
word=estetoscópio	pleasantness=0	attention=-0.027	sensitivity=0	aptitude=-0.164	polarity=-0.046
word=manter a ordem	pleasantness=0	attention=0.141	sensitivity=0	aptitude=0.189	polarity=0.11
word=fleuma	pleasantness=0	attention=0	sensitivity=0	aptitude=-0.964	polarity=-0.321
word=conceito	pleasantness=-0.029	attention=0.304	sensitivity=-0.059	aptitude=0.279	polarity=0.165
word=cartão de jogo	pleasantness=0.028	attention=-0.006	sensitivity=0	aptitude=0.096	polarity=0.043
word=diplomacia	pleasantness=0	attention=0.098	sensitivity=0	aptitude=0.08	polarity=0.059
word=dança	pleasantness=0.922	attention=0	sensitivity=0	aptitude=0.762	polarity=0.561
word=pátina	pleasantness=0	attention=0.19	sensitivity=-0.066	aptitude=0.093	polarity=0.072
word=fulcro	pleasantness=-0.026	attention=0.077	sensitivity=-0.081	aptitude=0.108	polarity=0.026
word=fazer alguém doente	pleasantness=-0.721	attention=0	sensitivity=0.623	aptitude=-0.688	polarity=-0.677
word=cavalo	pleasantness=0.064	attention=0	sensitivity=0	aptitude=0.123	polarity=0.062
word=conhecido	pleasantness=0.268	attention=0.231	sensitivity=0	aptitude=0.145	polarity=0.215
word=pesquisa internet	pleasantness=0	attention=0.074	sensitivity=0.051	aptitude=0.105	polarity=0.043
word=grato	pleasantness=0.89	attention=0.975	sensitivity=0	aptitude=0.905	polarity=0.923
word=batalha	pleasantness=-0.053	attention=0	sensitivity=-0.084	aptitude=-0.196	polarity=-0.111
word=Segure o item	pleasantness=-0.063	attention=0.105	sensitivity=-0.05	aptitude=0.158	polarity=0.05
word=perna ferida	pleasantness=-0.027	attention=-0.081	sensitivity=0.015	aptitude=-0.14	polarity=-0.034
word=dedicado	pleasantness=0.521	attention=0.677	sensitivity=-0.276	aptitude=0.273	polarity=0.398
word=cheiro bom	pleasantness=0.081	attention=0	sensitivity=0	aptitude=0.086	polarity=0.056
word=malho	pleasantness=0.056	attention=0.107	sensitivity=0	aptitude=0.09	polarity=0.084
word=mudança de dinheiro	pleasantness=0	attention=0.119	sensitivity=0.07	aptitude=0.104	polarity=0.051
word=gráfico	pleasantness=0.027	attention=0.093	sensitivity=0.025	aptitude=0.071	polarity=0.055
word=fazer o mundo melhor	pleasantness=0.643	attention=0.69	sensitivity=0	aptitude=0.874	polarity=0.736
word=Ainda bem que	pleasantness=0.726	attention=0.497	sensitivity=-0.309	aptitude=0.325	polarity=0.413
word=ritmo	pleasantness=0.102	attention=-0.064	sensitivity=0.084	aptitude=0.055	polarity=0.046
word=terror	pleasantness=0	attention=0	sensitivity=-1	aptitude=0	polarity=-0.333
word=ganho monetário	pleasantness=0.702	attention=0.972	sensitivity=0	aptitude=0.751	polarity=0.808
word=marrom	pleasantness=0	attention=0	sensitivity=0.046	aptitude=0.132	polarity=0.029
word=proteção	pleasantness=0.488	attention=0.689	sensitivity=-0.27	aptitude=0.311	polarity=0.406
word=fazer falsa acusação	pleasantness=-0.9	attention=0	sensitivity=0.009	aptitude=-0.935	polarity=-0.615
word=ruído do sino	pleasantness=0.02	attention=0	sensitivity=0	aptitude=0.123	polarity=0.048
word=chegar cedo	pleasantness=0.601	attention=0.647	sensitivity=-0.266	aptitude=0.322	polarity=0.435
word=verbosidade	pleasantness=0.04	attention=-0.036	sensitivity=0	aptitude=0.115	polarity=0.064
word=Brownie	pleasantness=0.084	attention=-0.117	sensitivity=-0.046	aptitude=0	polarity=0.052
word=usar o atm	pleasantness=-0.078	attention=0	sensitivity=0	aptitude=0	polarity=-0.026
word=inimizades	pleasantness=-0.122	attention=0.193	sensitivity=0.597	aptitude=-0.627	polarity=-0.384
word=sachê	pleasantness=0	attention=-0.076	sensitivity=0.109	aptitude=-0.097	polarity=-0.043
word=Tome banhos de sol	pleasantness=0.099	attention=0	sensitivity=0	aptitude=0.116	polarity=0.072
word=inanição	pleasantness=-0.733	attention=0	sensitivity=-0.839	aptitude=0	polarity=-0.524
word=problemas	pleasantness=-0.378	attention=0.184	sensitivity=-0.346	aptitude=-0.067	polarity=-0.202
word=explosão	pleasantness=0	attention=-0.055	sensitivity=-0.121	aptitude=-0.126	polarity=-0.064
word=Inale o ar	pleasantness=0	attention=0	sensitivity=-0.104	aptitude=0	polarity=-0.035
word=medida de distância	pleasantness=0.045	attention=0.092	sensitivity=0.06	aptitude=0.22	polarity=0.099
word=encontrar a estrada	pleasantness=0.807	attention=0.763	sensitivity=0	aptitude=0	polarity=0.523
word=líder do exército	pleasantness=0.023	attention=0.079	sensitivity=0	aptitude=0	polarity=0.034
word=frágeis	pleasantness=0	attention=0.077	sensitivity=0	aptitude=0.156	polarity=0.078
word=arma	pleasantness=0	attention=-0.035	sensitivity=0	aptitude=-0.167	polarity=-0.044
word=ótimo exercício	pleasantness=-0.039	attention=-0.022	sensitivity=0.067	aptitude=0	polarity=-0.028
word=humanos prejudiciais	pleasantness=-0.619	attention=0.113	sensitivity=-0.573	aptitude=0.162	polarity=-0.306
word=corrida de outra	pleasantness=-0.098	attention=-0.012	sensitivity=0.009	aptitude=0	polarity=-0.032
word=campanário	pleasantness=0.029	attention=0.233	sensitivity=0.019	aptitude=0.246	polarity=0.163
word=ringue de hóquei	pleasantness=-0.056	attention=0.068	sensitivity=0	aptitude=0.102	polarity=0.038
word=resposta de convite	pleasantness=-0.475	attention=0.169	sensitivity=-0.551	aptitude=0.399	polarity=-0.153
word=cara	pleasantness=0.063	attention=0.118	sensitivity=-0.098	aptitude=0	polarity=0.028
word=tecido	pleasantness=0	attention=-0.043	sensitivity=0.064	aptitude=-0.098	polarity=-0.04
word=diarreia	pleasantness=-0.357	attention=-0.135	sensitivity=-0.056	aptitude=-0.384	polarity=-0.221
word=propagação de germes	pleasantness=0	attention=0	sensitivity=0	aptitude=-0.959	polarity=-0.32
word=mau gosto	pleasantness=-0.089	attention=0.158	sensitivity=0.659	aptitude=-0.656	polarity=-0.415
word=valente	pleasantness=0	attention=0	sensitivity=0	aptitude=0.917	polarity=0.306
word=me arrependo	pleasantness=-0.917	attention=0.096	sensitivity=-0.724	aptitude=0.098	polarity=-0.482
word=lugar seguro	pleasantness=0.122	attention=0.274	sensitivity=-0.064	aptitude=0.226	polarity=0.186
word=muita diversão	pleasantness=0.814	attention=0	sensitivity=0	aptitude=0.856	polarity=0.557
word=conter	pleasantness=-0.231	attention=-0.018	sensitivity=-0.137	aptitude=-0.07	polarity=-0.14
word=repetitivo	pleasantness=-0.053	attention=0.105	sensitivity=-0.055	aptitude=0.103	polarity=0.033
word=Descubra	pleasantness=-0.067	attention=0.176	sensitivity=-0.106	aptitude=0.098	polarity=0.034
word=agitar	pleasantness=-0.988	attention=0	sensitivity=-0.875	aptitude=0	polarity=-0.621
word=pensador	pleasantness=0	attention=0.155	sensitivity=0	aptitude=0	polarity=0.052
word=custo	pleasantness=-0.028	attention=0.249	sensitivity=0	aptitude=0.116	polarity=0.112
word=estômago cheio	pleasantness=0.039	attention=-0.033	sensitivity=-0.052	aptitude=-0.12	polarity=-0.033
word=gosma preta	pleasantness=0.024	attention=0.073	sensitivity=0	aptitude=0.101	polarity=0.066
word=nome de chamada	pleasantness=-0.404	attention=-0.068	sensitivity=0	aptitude=-0.367	polarity=-0.234
word=indefeso	pleasantness=-0.988	attention=0	sensitivity=-0.875	aptitude=0	polarity=-0.621
word=absorvem a informação	pleasantness=0.757	attention=0.896	sensitivity=0	aptitude=0.538	polarity=0.73
word=mover ao redor	pleasantness=0.065	attention=0	sensitivity=0	aptitude=0.17	polarity=0.078
word=tempo de proteção	pleasantness=0.091	attention=0.102	sensitivity=-0.101	aptitude=0.153	polarity=0.082
word=ônibus de carro	pleasantness=0	attention=0	sensitivity=0	aptitude=0.089	polarity=0.03
word=aparecem	pleasantness=0	attention=0.121	sensitivity=-0.2	aptitude=0.301	polarity=0.074
word=assustar	pleasantness=-0.47	attention=0.387	sensitivity=-0.2	aptitude=-0.171	polarity=-0.151
word=Vire	pleasantness=-0.118	attention=0.109	sensitivity=-0.117	aptitude=0	polarity=-0.042
word=membro do corpo	pleasantness=0	attention=0.077	sensitivity=0	aptitude=0.081	polarity=0.053
word=assistência	pleasantness=0.779	attention=0.836	sensitivity=0	aptitude=0.747	polarity=0.787
word=cheiro de comida	pleasantness=-0.042	attention=0	sensitivity=0	aptitude=-0.066	polarity=-0.036
word=dente amarelo	pleasantness=-0.096	attention=0	sensitivity=0	aptitude=-0.111	polarity=-0.069
word=uniforme	pleasantness=-0.072	attention=0	sensitivity=0	aptitude=-0.068	polarity=-0.047
word=tornar-se viciado	pleasantness=0.596	attention=0.233	sensitivity=-0.14	aptitude=0.106	polarity=0.265
word=comentassem	pleasantness=0	attention=-0.081	sensitivity=0	aptitude=0	polarity=0.027
word=apelação	pleasantness=-0.039	attention=0.219	sensitivity=-0.168	aptitude=0.105	polarity=0.039
word=mau presságio	pleasantness=0	attention=0	sensitivity=-0.995	aptitude=0	polarity=-0.332
word=criança sofrer	pleasantness=-0.781	attention=0	sensitivity=0	aptitude=0	polarity=-0.26
word=satisfazer	pleasantness=0.937	attention=0	sensitivity=0	aptitude=0	polarity=0.312
word=pessoa de assento	pleasantness=-0.06	attention=-0.041	sensitivity=0	aptitude=-0.11	polarity=-0.043
word=fazer gol	pleasantness=0.995	attention=0.722	sensitivity=0	aptitude=0.773	polarity=0.83
word=explosão	pleasantness=0	attention=0	sensitivity=-0.098	aptitude=-0.139	polarity=-0.079
word=esqui de neve	pleasantness=0.107	attention=0.098	sensitivity=0	aptitude=0.135	polarity=0.113
word=usar capa de chuva	pleasantness=-0.07	attention=0	sensitivity=0.019	aptitude=0	polarity=-0.03
word=partícula subatômica	pleasantness=0.022	attention=0.073	sensitivity=0	aptitude=0.14	polarity=0.078
word=Boll	pleasantness=0.069	attention=0.112	sensitivity=0	aptitude=0.167	polarity=0.116
word=papel velho	pleasantness=0	attention=-0.016	sensitivity=0.026	aptitude=-0.066	polarity=-0.025
word=pressão dos pares	pleasantness=-0.152	attention=0.128	sensitivity=-0.326	aptitude=0	polarity=-0.117
word=bateu em árvore	pleasantness=0	attention=-0.133	sensitivity=0.078	aptitude=-0.209	polarity=-0.051
word=emborrachada	pleasantness=-0.039	attention=0.114	sensitivity=0	aptitude=0.243	polarity=0.106
word=Professor	pleasantness=-0.061	attention=-0.017	sensitivity=-0.049	aptitude=-0.047	polarity=-0.047
word=mudar	pleasantness=-0.034	attention=0.212	sensitivity=0	aptitude=0.093	polarity=0.09
word=conhecimento	pleasantness=0.772	attention=0.724	sensitivity=0	aptitude=0	polarity=0.499
word=fanfarrão	pleasantness=0	attention=0.144	sensitivity=0.031	aptitude=0.129	polarity=0.081
word=alegria	pleasantness=0.918	attention=0.476	sensitivity=-0.197	aptitude=0.417	polarity=0.538
word=item de venda	pleasantness=0	attention=0.14	sensitivity=0.028	aptitude=0.157	polarity=0.09
word=impacientemente	pleasantness=-0.494	attention=0.4	sensitivity=-0.198	aptitude=-0.195	polarity=-0.162
word=carregar papel	pleasantness=0.025	attention=0.083	sensitivity=0	aptitude=0.06	polarity=0.056
word=manter o corpo saudável	pleasantness=0.113	attention=0	sensitivity=-0.063	aptitude=0.062	polarity=0.037
word=vestuário de mulher	pleasantness=0.053	attention=-0.068	sensitivity=0.047	aptitude=0.087	polarity=0.054
word=julgamento	pleasantness=0	attention=0.126	sensitivity=0	aptitude=0.084	polarity=0.07
word=tornar-se conhecedor	pleasantness=0.757	attention=0	sensitivity=0	aptitude=0	polarity=0.252
word=Terra a terra	pleasantness=-0.061	attention=0	sensitivity=0	aptitude=-0.047	polarity=-0.036
word=coisas de loja	pleasantness=0	attention=0.109	sensitivity=0	aptitude=0.189	polarity=0.099
word=sol	pleasantness=0.051	attention=0.16	sensitivity=-0.095	aptitude=0.144	polarity=0.087
word=pequena árvore	pleasantness=0.024	attention=0	sensitivity=0.01	aptitude=0.08	polarity=0.031
word=alfabeto letra	pleasantness=0.03	attention=-0.009	sensitivity=0	aptitude=0.089	polarity=0.043
word=confronto	pleasantness=-0.2	attention=-0.036	sensitivity=0	aptitude=-0.237	polarity=-0.134
word=Escorpião	pleasantness=0	attention=0	sensitivity=-0.872	aptitude=0	polarity=-0.291
word=gravatas	pleasantness=0	attention=-0.064	sensitivity=0.088	aptitude=-0.06	polarity=-0.028
word=volta a casa	pleasantness=0.844	attention=0	sensitivity=0	aptitude=0	polarity=0.281
word=entusiasmo	pleasantness=0.532	attention=0.657	sensitivity=-0.257	aptitude=0.268	polarity=0.4
word=anel do telefone	pleasantness=0	attention=-0.043	sensitivity=0.018	aptitude=0.072	polarity=0.032
word=danos cerebrais	pleasantness=-0.172	attention=-0.023	sensitivity=-0.113	aptitude=-0.156	polarity=-0.139
word=Ômega	pleasantness=0	attention=0.231	sensitivity=-0.111	aptitude=0.229	polarity=0.116
word=gás-elétrico	pleasantness=0	attention=0.082	sensitivity=-0.077	aptitude=0.151	polarity=0.052
word=pessoa de cuidados	pleasantness=0.751	attention=0	sensitivity=0	aptitude=0.857	polarity=0.536
word=processo de compilação	pleasantness=0	attention=0.13	sensitivity=0	aptitude=0.207	polarity=0.112
word=beira-mar	pleasantness=0	attention=0.068	sensitivity=0	aptitude=0	polarity=0.023
word=habilidade prática	pleasantness=0.706	attention=0.809	sensitivity=0	aptitude=0.632	polarity=0.716
word=embaraçoso	pleasantness=-0.521	attention=0.391	sensitivity=-0.243	aptitude=-0.149	polarity=-0.174
word=nauseante	pleasantness=-0.062	attention=0.128	sensitivity=0.707	aptitude=-0.677	polarity=-0.439
word=arma de fogo	pleasantness=0	attention=-0.052	sensitivity=0	aptitude=-0.179	polarity=-0.042
word=mercado	pleasantness=0	attention=0.071	sensitivity=0.009	aptitude=0.104	polarity=0.055
word=Use camisinha	pleasantness=0.06	attention=0.422	sensitivity=-0.177	aptitude=0.41	polarity=0.238
word=quebra recorde	pleasantness=0	attention=-0.758	sensitivity=0	aptitude=0.766	polarity=0.508
word=antes da noite	pleasantness=0	attention=0.103	sensitivity=-0.083	aptitude=0.095	polarity=0.038
word=jet lag	pleasantness=-0.996	attention=0	sensitivity=0.986	aptitude=-0.945	polarity=-0.976
word=provar	pleasantness=-0.03	attention=0.17	sensitivity=-0.128	aptitude=0.157	polarity=0.056
word=lápide	pleasantness=-0.096	attention=0.119	sensitivity=-0.136	aptitude=-0.069	polarity=-0.061
word=cativar	pleasantness=0.046	attention=-0.66	sensitivity=0	aptitude=0.365	polarity=0.357
word=jogo de orquestra	pleasantness=0.148	attention=-0.055	sensitivity=0.063	aptitude=-0.052	polarity=0.029
word=beneficência	pleasantness=0.578	attention=0.672	sensitivity=-0.286	aptitude=0.305	polarity=0.423
word=Boa sorte	pleasantness=0.862	attention=0.762	sensitivity=0	aptitude=0.917	polarity=0.847
word=ao vivo	pleasantness=0.033	attention=0.123	sensitivity=-0.154	aptitude=0.183	polarity=0.062
word=bebida social	pleasantness=0.239	attention=-0.052	sensitivity=-0.105	aptitude=0.095	polarity=0.094
word=maravilhosamente	pleasantness=0.046	attention=-0.66	sensitivity=0	aptitude=0.365	polarity=0.357
word=pressentimento	pleasantness=-0.479	attention=0.391	sensitivity=-0.23	aptitude=-0.146	polarity=-0.155
word=Leia em voz alta	pleasantness=-0.148	attention=0	sensitivity=0	aptitude=-0.097	polarity=-0.082
word=jornal impresso	pleasantness=0	attention=0.078	sensitivity=-0.081	aptitude=0.129	polarity=0.042
word=mundo de regra	pleasantness=0	attention=0.964	sensitivity=0	aptitude=0.724	polarity=0.563
word=Chame a polícia	pleasantness=-0.217	attention=0.16	sensitivity=-0.194	aptitude=0.057	polarity=-0.065
word=alimentos tipo	pleasantness=0.071	attention=0	sensitivity=0.031	aptitude=0.064	polarity=0.035
word=livro de banda desenhada	pleasantness=0	attention=-0.171	sensitivity=-0.046	aptitude=0.091	polarity=0.072
word=convidar a pessoa	pleasantness=0	attention=0.71	sensitivity=0	aptitude=0.799	polarity=0.503
word=característica geográfica	pleasantness=0	attention=0.08	sensitivity=0.032	aptitude=0.096	polarity=0.048
word=precipitação	pleasantness=0	attention=0	sensitivity=0.073	aptitude=0	polarity=-0.024
word=entrada	pleasantness=0.191	attention=0.227	sensitivity=-0.098	aptitude=0.195	polarity=0.172
word=roupas molhadas	pleasantness=0	attention=-0.74	sensitivity=0.863	aptitude=0	polarity=-0.041
word=Clube	pleasantness=0.202	attention=-0.047	sensitivity=0	aptitude=0	polarity=0.083
word=artigo de cuidados do cabelo	pleasantness=0	attention=-0.055	sensitivity=0.039	aptitude=-0.095	polarity=-0.026
word=ir a mercearia	pleasantness=0	attention=0.886	sensitivity=0	aptitude=0	polarity=0.295
word=arrependimento	pleasantness=-0.711	attention=0	sensitivity=0	aptitude=-0.827	polarity=-0.513
word=pista	pleasantness=0	attention=0.161	sensitivity=-0.113	aptitude=0.189	polarity=0.079
word=Pense de forma	pleasantness=0	attention=0.069	sensitivity=0	aptitude=0.108	polarity=0.059
word=furtivo	pleasantness=0	attention=-0.132	sensitivity=0	aptitude=0	polarity=0.044
word=pane no computador	pleasantness=-0.737	attention=0	sensitivity=0.708	aptitude=0	polarity=-0.482
word=provar a mesmo	pleasantness=0.052	attention=0.071	sensitivity=0	aptitude=0	polarity=0.041
word=imperturbabilidade	pleasantness=0.527	attention=0.659	sensitivity=-0.249	aptitude=0.258	polarity=0.398
word=provador	pleasantness=0.031	attention=-0.028	sensitivity=0.048	aptitude=-0.113	polarity=-0.034
word=grande país	pleasantness=0.039	attention=0	sensitivity=0	aptitude=0.053	polarity=0.031
word=jogar polo	pleasantness=0.041	attention=0	sensitivity=0	aptitude=0.084	polarity=0.042
word=slogan	pleasantness=0.06	attention=0.181	sensitivity=-0.087	aptitude=0.231	polarity=0.128
word=mesmo sexo do sexo	pleasantness=0	attention=-0.092	sensitivity=0.023	aptitude=0	polarity=0.023
word=morrer como César	pleasantness=0	attention=-0.909	sensitivity=0.98	aptitude=-0.83	polarity=-0.3
word=pequeno bug	pleasantness=-0.043	attention=-0.028	sensitivity=0.108	aptitude=-0.062	polarity=-0.062
word=se cansar	pleasantness=0	attention=0	sensitivity=0	aptitude=-0.718	polarity=-0.239
word=falar de homem	pleasantness=0.035	attention=0	sensitivity=0	aptitude=0.183	polarity=0.073
word=cair bem	pleasantness=-0.108	attention=0	sensitivity=-0.048	aptitude=0	polarity=-0.052
word=Lamentavelmente	pleasantness=-0.883	attention=0.174	sensitivity=-0.597	aptitude=0	polarity=-0.435
